현토,빈도,TAM범주,주요범주
에어늘하고에과을라로이라야이요이라야이요이라야니,2,"declarative_mood, deontic_mood",declarative_mood
은하야는니이면요이면이요면이니는라하나니라,2,"declarative_mood, deontic_mood",declarative_mood
에이어늘에하고하야하니라은라,2,"declarative_mood, deontic_mood",declarative_mood
하고는요하고는요로하고로는니을는니라,2,"declarative_mood, deontic_mood",declarative_mood
하야에이라라,2,"declarative_mood, deontic_mood",declarative_mood
하고이니니라하여하고하니라,2,"declarative_mood, deontic_mood",declarative_mood
하여하고하니라은하고은이라니하니라,2,"declarative_mood, deontic_mood",declarative_mood
는하고은하니이나라의이라,2,"declarative_mood, deontic_mood",declarative_mood
은하고은이라니하니라니도니라,2,"declarative_mood, deontic_mood",declarative_mood
는와니하야는어니와는라하야과하니니라,2,"declarative_mood, deontic_mood",declarative_mood
하얀가하고하얀에하여이니라라,2,"declarative_mood, deontic_mood",declarative_mood
하야도하야이이요이라하니하면라,2,"declarative_mood, deontic_mood",declarative_mood
이라하야도하야이이요이라,2,"declarative_mood, deontic_mood",declarative_mood
에하되니라하고에이라하고은라하며,2,"declarative_mood, deontic_mood",declarative_mood
은하고이며이라,2,"declarative_mood, deontic_mood",declarative_mood
하고하니니라와는니라,2,"declarative_mood, deontic_mood",declarative_mood
하고하야는하니라로하야하니라,2,"declarative_mood, deontic_mood",declarative_mood
니하야이라하야늘하고라,2,"declarative_mood, deontic_mood",declarative_mood
하여라하나니라는요하니는니라,2,"declarative_mood, deontic_mood",declarative_mood
는요하니는니라컨대는하고라,2,"declarative_mood, deontic_mood",declarative_mood
로하여니에리오면아,2,"epistemic_mood, interrogative_mood",epistemic_mood
오는일새라로로되하야면라,2,"deontic_mood, interrogative_mood",deontic_mood
는요는라에이면라하니라,2,"declarative_mood, deontic_mood",declarative_mood
은이요이요하야로이라로하고하니이면이하고이이면을라,2,"declarative_mood, deontic_mood",declarative_mood
은이요는이라하노라은이요이요하야로이라,2,"declarative_mood, deontic_mood",declarative_mood
은하고하니요과는라이라하니는니라,2,"declarative_mood, deontic_mood",declarative_mood
하야하라하야늘하니라,2,"declarative_mood, deontic_mood",declarative_mood
는이요는라하니라는인저,2,"declarative_mood, deontic_mood",declarative_mood
이는하고는이나는하니이니라,2,"declarative_mood, deontic_mood",declarative_mood
로는이니라로도이로되하야는이라도하며로도이로되하야는이라도이라하니,2,"declarative_mood, deontic_mood",declarative_mood
로도이로되하야는이라도하며로도이로되하야는이라도이라하니는하면하니이어늘,2,"declarative_mood, deontic_mood",declarative_mood
는이라하니는이요는이니로라,2,"declarative_mood, deontic_mood",declarative_mood
는나하시니는라는요는니인댄이요이라,2,"declarative_mood, deontic_mood",declarative_mood
면이니니라로에하고이니라,2,"declarative_mood, deontic_mood",declarative_mood
로이라하니은니이다는하야라하니는라,2,"declarative_mood, deontic_mood",declarative_mood
은니라로하여이니라은요니라,2,"declarative_mood, deontic_mood",declarative_mood
은요니라이하여하고하여니라,2,"declarative_mood, deontic_mood",declarative_mood
에이니이라은로하야이니에라하노이다,2,"declarative_mood, deontic_mood",declarative_mood
이이요에과하니하야라하면니라,2,"declarative_mood, deontic_mood",declarative_mood
에니라하여하고하여하니에이요아,2,"declarative_mood, deontic_mood",declarative_mood
로하니라로는니이면를라하노이다,2,"declarative_mood, deontic_mood",declarative_mood
는이니하야니이다이면요이면이라,2,"declarative_mood, deontic_mood",declarative_mood
는니요는니라로하니는니니라,2,"declarative_mood, deontic_mood",declarative_mood
로하시니라는하니이나는요는하니나는니라,2,"declarative_mood, deontic_mood",declarative_mood
하여하고하여하니에이요아니라,2,"declarative_mood, deontic_mood",declarative_mood
하니라하다하니에하니,2,"declarative_mood, deontic_mood",declarative_mood
컨대는니라에이어늘하여한대하니니라,2,"declarative_mood, deontic_mood",declarative_mood
에하야가이라하야하야는하고,2,"declarative_mood, deontic_mood",declarative_mood
는요는라하니라나이면니면이니라,2,"declarative_mood, deontic_mood",declarative_mood
로하야시니라는니한대이로되하고,2,"declarative_mood, deontic_mood",declarative_mood
에할새한대에이로되이요는니이로되와로되이라,2,"declarative_mood, deontic_mood",declarative_mood
는이요니라하고하여하니니라,2,"declarative_mood, deontic_mood",declarative_mood
는니라가하다에할새한대에이로되이요,2,"declarative_mood, deontic_mood",declarative_mood
는니는일새니라한대하야이요이라,2,"declarative_mood, deontic_mood",declarative_mood
로은이니이니라에는요는니라,2,"declarative_mood, deontic_mood",declarative_mood
호리라에하고니요,2,"epistemic_mood, deontic_mood",epistemic_mood
이하고한대어늘오일새라,2,"deontic_mood, interrogative_mood",deontic_mood
에는요는니라로는나니면니라,2,"declarative_mood, deontic_mood",declarative_mood
하야나이요니은아로이라야니라,2,"declarative_mood, deontic_mood",declarative_mood
에은하니이니라은이니니라,2,"declarative_mood, deontic_mood",declarative_mood
하야하야면라하고하니이라,2,"declarative_mood, deontic_mood",declarative_mood
는으로이나아면이니니라,2,"declarative_mood, deontic_mood",declarative_mood
은니라로는요는이니라,2,"declarative_mood, deontic_mood",declarative_mood
하니나이니라은인저,2,"declarative_mood, deontic_mood",declarative_mood
는하나니이요도로하며는이라로하야이요하니하야라,2,"declarative_mood, deontic_mood",declarative_mood
에하니에하고에니라이나이니을니라,2,"declarative_mood, deontic_mood",declarative_mood
하여하고은리라으로하고,2,"epistemic_mood, deontic_mood",epistemic_mood
이어늘후하니에이라로하다,2,"declarative_mood, deontic_mood",declarative_mood
면아하니라하다,2,"declarative_mood, deontic_mood",declarative_mood
이니는니라로이니라,2,"declarative_mood, deontic_mood",declarative_mood
에하여니라이니는니라,2,"declarative_mood, deontic_mood",declarative_mood
와니라하니라하니시니라,2,"declarative_mood, deontic_mood",declarative_mood
는하고하야나하야는라로하고니이다,2,"declarative_mood, deontic_mood",declarative_mood
하야선하니하야항이라하다,2,"declarative_mood, deontic_mood",declarative_mood
하야하니이면뢰니라하다,2,"declarative_mood, deontic_mood",declarative_mood
는하나니와와니이다와에이라,2,"declarative_mood, deontic_mood",declarative_mood
는이면하니나이라로하야을이요는이나하니니이다,2,"declarative_mood, deontic_mood",declarative_mood
는하고는하고는하고는호되은이요는이라,2,"declarative_mood, deontic_mood",declarative_mood
는하야면이니은이라는하고는하고는하고는호되,2,"declarative_mood, deontic_mood",declarative_mood
는니는요는라하니이다에와로는하야,2,"declarative_mood, deontic_mood",declarative_mood
은니라이나는요니라,2,"declarative_mood, deontic_mood",declarative_mood
이나는요니라하니이니라,2,"declarative_mood, deontic_mood",declarative_mood
에이니라이요은니라,2,"declarative_mood, deontic_mood",declarative_mood
로요이요이니하고이라는니는요는라하니이다,2,"declarative_mood, deontic_mood",declarative_mood
라하니하고이라하다,2,"declarative_mood, deontic_mood",declarative_mood
이면뢰니라하다하고이어늘하니,2,"declarative_mood, deontic_mood",declarative_mood
라요이라하니,2,"declarative_mood, deontic_mood",declarative_mood
요이라하니는라,2,"declarative_mood, deontic_mood",declarative_mood
하니아라하니하고이라,2,"declarative_mood, deontic_mood",declarative_mood
이요은니라이요이니라로하고이니라,2,"declarative_mood, deontic_mood",declarative_mood
엔라와과가이러니하야는하야라,2,"deontic_mood, retrospective_aspect",deontic_mood
는하고니라요이니라,2,"declarative_mood, deontic_mood",declarative_mood
하야는이요하야는하니를니라,2,"declarative_mood, deontic_mood",declarative_mood
하야을라이나하면인저는요는라하니니라,2,"declarative_mood, deontic_mood",declarative_mood
는이요는이니로라로하니라,2,"declarative_mood, deontic_mood",declarative_mood
에가하여하고이나니라컨대는이요는니이어늘니라,2,"declarative_mood, deontic_mood",declarative_mood
하니리오하고로하니하다,2,"epistemic_mood, interrogative_mood",epistemic_mood
로니리오에는져,2,"epistemic_mood, interrogative_mood",epistemic_mood
하니니리오하고하야하다,2,"epistemic_mood, interrogative_mood",epistemic_mood
하고은라하니호리라는라,2,"epistemic_mood, deontic_mood",epistemic_mood
는하야엔하고엔하니이나하야라로하시고는니면라도아하시니라,2,"declarative_mood, deontic_mood",declarative_mood
하야하다하야하야부에하야이라,2,"declarative_mood, deontic_mood",declarative_mood
하야로하고로이라이를하니가라,2,"declarative_mood, deontic_mood",declarative_mood
는니이어니와라니이면이라하다,2,"declarative_mood, deontic_mood",declarative_mood
요하니어늘하야하다니하리라,2,"epistemic_mood, deontic_mood",epistemic_mood
으로는니하나니라이에는니,2,"declarative_mood, deontic_mood",declarative_mood
는이요는라이요이라하고에이요이라하니,2,"declarative_mood, deontic_mood",declarative_mood
이로되하고이로되라로은라하니는니라,2,"declarative_mood, deontic_mood",declarative_mood
에하니는요는일새라이면요이면이라,2,"declarative_mood, deontic_mood",declarative_mood
휴하야하고라하니라하고,2,"declarative_mood, deontic_mood",declarative_mood
에하시고엔하시니하야는도하나니리오,2,"epistemic_mood, interrogative_mood",epistemic_mood
로과이라하고에나,2,"declarative_mood, deontic_mood",declarative_mood
이면하고하니이라로과이라,2,"declarative_mood, deontic_mood",declarative_mood
이면하고하니이요이면하고하니이라,2,"declarative_mood, deontic_mood",declarative_mood
에은하여에하니이나니라이나에하여하니요에이니니라,2,"declarative_mood, deontic_mood",declarative_mood
에이한대는이요는이라하시니이면는은요는하야이니니라,2,"declarative_mood, deontic_mood",declarative_mood
이어늘하시고하고는에니리오가면어니와이면니,2,"epistemic_mood, interrogative_mood",epistemic_mood
과에하니은라하고면리라,2,"epistemic_mood, deontic_mood",epistemic_mood
은하고은하니니라은하고에이니라,2,"declarative_mood, deontic_mood",declarative_mood
은하고에이니라은하고에이니라,2,"declarative_mood, deontic_mood",declarative_mood
은이니에아하니라,2,"declarative_mood, deontic_mood",declarative_mood
은하고에이니라는하고에이니라,2,"declarative_mood, deontic_mood",declarative_mood
리니는라하고하야하니이어늘하다,2,"epistemic_mood, deontic_mood",epistemic_mood
는하고에이니라로하고하고니라,2,"declarative_mood, deontic_mood",declarative_mood
는라한대에이라로에하니요라,2,"declarative_mood, deontic_mood",declarative_mood
